iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,7.756856902451935,2.2520718999059186,-0.5357909924099521,-9.139609929846088,True,-8.603818937436136,logei,0.0,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,-0.5357909924099521,57.309865030428334,57.309865030428334,57.309865030428334,57.309865030428334,-0.5357909924099521,57.309865030428334,shekel
2,3.0016628491122543,8.735534453962618,0.052653045655747244,8.212284183827663,0.12610005905025237,9.618446026623822,True,9.49234596757357,logei,0.0,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,0.12610005905025237,56.64797397896813,113.95783900939647,56.64797397896813,56.97891950469823,0.12610005905025237,56.64797397896813,shekel
3,7.9706942875204625,4.679349528437208,3.0303242681931355,2.7842561210077332,0.21295797579417802,-0.9379977655481937,True,-1.1509557413423717,logei,0.0,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,0.21295797579417802,56.56111606222421,170.51895507162067,56.56111606222421,56.83965169054022,0.12610005905025237,56.64797397896813,shekel
4,2.548695876541246,4.450763058826466,5.045482589579533,5.534973520744924,1.1824415673642374,6.535339957012605,True,5.3528983896483675,logei,0.0,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,55.59163247065415,226.1105875422748,55.59163247065415,56.5276468855687,0.12610005905025237,56.64797397896813,shekel
5,9.955002834343926,7.92661919213753,6.221792294411626,9.889601476818848,-0.5465765412006933,1.7413680518272512,True,2.2879445930279445,logei,0.0,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,57.32065057921908,283.4312381214939,55.59163247065415,56.68624762429878,0.12610005905025237,56.64797397896813,shekel
6,1.7894934838845469,7.45872188040579,0.0,9.490222810921633,-0.1605223266229799,1.2800285505890685,True,1.4405508772120483,logei,1.4149631999898702,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,56.934596364641365,340.36583448613527,55.59163247065415,56.727639081022545,0.12610005905025237,56.64797397896813,shekel
7,3.428280843223414,7.743245449831426,0.0,4.8929196644022355,-0.3691937112219602,3.0250226398455755,True,3.3942163510675356,logei,2.2766566000063904,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,57.143267749240344,397.5091022353756,55.59163247065415,56.78701460505366,0.12610005905025237,56.64797397896813,shekel
8,3.2380025360106526,6.926299880240577,4.894776371082193,8.103805753000389,0.890287639231042,0.3409296046796403,True,-0.5493580345514018,logei,0.6931977000058396,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,55.88378639878734,453.39288863416294,55.59163247065415,56.67411107927037,0.12610005905025237,56.64797397896813,shekel
9,3.410506815127208,9.318050627781329,0.0,7.688127430843112,-0.17767843202718717,-7.311824748968,True,-7.134146316940813,logei,0.5368924000067636,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.1824415673642374,56.95175247004557,510.3446411042085,55.59163247065415,56.70496012268983,0.12610005905025237,56.64797397896813,shekel
10,2.858656572905209,7.582114410231646,1.7119765714947006,7.934081196769196,1.9323748832011005,-2.801851640114657,True,-4.734226523315757,logei,0.5733541999943554,False,7,14957a0d-6a2e-49f7-a7f6-9ae4b468cbd4,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2,x3",56.774074038018384,1.9323748832011005,54.841699154817285,565.1863402590258,54.841699154817285,56.51863402590258,0.12610005905025237,56.64797397896813,shekel
