run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_x6,response_x7,response_x8,response_x9,response_x10,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
767f37e2-3b05-497f-b0a6-23f40a1461fe,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,0.05,0,50,0,1,2,31.125862049461226,2.4637192633514067,0.1607610684272056,57.38501171603103,1.1477002343206206,33.12962071798795,0.6761147085303663,0.2017992147104053,33.46029304370893,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,0.40749930356652797,-0.40749930356652797,-51.11857599356868,-1.0223715198713736,-14.584796395963792,-0.29764890604007743,-0.3664611572833283,-14.25412407024281
12756dd9-0b1a-478c-9a9e-b0cdc58786ea,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,0.25,0,50,0,1,2,31.125862049461226,2.11317334954537,0.5113069822332421,69.33775358329882,1.3867550716659764,43.76322885095019,0.8931271194071467,0.5113069822332421,43.88639785809027,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,0.05695338976049147,-0.05695338976049147,-39.165834126300894,-0.7833166825260178,-3.951188263001548,-0.08063649516329696,-0.05695338976049147,-3.82801925586147
53e69b53-2b8b-4d5a-abb7-021644e2929c,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,1.0,0,50,0,1,2,31.125862049461226,2.238906645671189,0.3855736861074228,124.2289237764821,2.4845784755296423,67.94665983644558,1.3866665272743994,0.5258419831849794,104.32807132073317,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,0.18268668588631032,-0.18268668588631076,15.725336066882392,0.314506721337648,20.232242722493837,0.41290291270395574,-0.04241838880875415,56.61365420678143
65c7ebd1-72a6-4a0a-ad82-5d02959434c7,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,5.0,0,50,0,1,2,31.125862049461226,1.181599409155356,1.4428809226232564,240.33713094996568,4.806742618999314,77.88781274447354,1.5895471988668068,1.7162473384327797,99.59145558203913,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,-0.8746205506295226,0.8746205506295228,131.83354324036597,2.6366708648073196,30.173395630521796,0.6157835842963632,1.147986966439046,51.87703846808739
45337442-7d53-4f3d-97be-ff9ae8ce70c7,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,0.05,20,50,0,21,22,20.599631936924762,2.258505055083351,0.3659752766952611,95.20232246643197,1.9040464493286395,45.26042312667952,0.48363988967400173,0.4076157395269635,45.53108613508558,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.2523899297615806,2.457108823421466,-8.55476451701336,-1.4924609282132173,4.707852006039937,1.2691765462398732,1.3874412813455772,-7.503621207563623,14.350092209896786,0.19838109991165176,-7.3047265808687385,20.606768548865066,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.5682603719937337,0.5682603719937336,47.71441711395174,-0.007136611940303794,0.2022850952984725,-0.2022850952984725,-13.301265243167748,-0.26602530486335474,-2.45399398727222,-0.08462048231973196,-0.16064463246677008,-2.1833309788661595
592da6b1-bc4f-44cf-b72c-d113dc43af3e,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,0.25,20,50,0,21,22,21.15266195098359,2.0562199597848787,0.5682603719937336,103.657316288612,2.07314632577224,47.71441711395174,0.5682603719937337,0.6496887431518799,48.895128495744856,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.2315988617796378,2.4045882753740457,-9.918745372490786,-1.5447954646332938,4.613159888288609,1.3147260169787898,1.533272538667328,-7.3705399856355065,14.158806263343912,0.2003838474520574,-7.6922586272681395,20.606768548865066,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.5682603719937337,0.5682603719937336,47.71441711395174,0.5458934021185229,0.0,0.0,-4.846271420987719,-0.09692542841975449,0.0,0.0,0.08142837115814627,1.1807113817931167
ba8383fa-74e1-4c1b-805b-87e6c313c2e7,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,1.0,20,50,0,21,22,22.299330315164486,2.185597952516514,0.4388823792620981,100.12436860493314,2.002487372098663,47.261594139391015,0.5526457866640535,0.8223707478505422,53.833161198508755,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.2430829385401658,2.2155039149396654,-12.539533882323413,-1.7284719885764956,4.358326654768119,1.4606220967750043,1.9457916866149028,-7.567265775842824,13.616014880177927,0.21585099273641717,-7.934632738627373,20.606768548865066,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.5682603719937337,0.5682603719937336,47.71441711395174,1.69256176629942,0.12937799273163542,-0.12937799273163547,-8.379219104666575,-0.16758438209333137,-0.45282297456072484,-0.015614585329680186,0.2541103758568086,6.118744084557015
54841642-5e36-44c6-8b98-45675c1f3c65,levy_10,value,logei,10,exact,False,noise-self_report,gaussian,5.0,20,50,0,21,22,6.555486041148761,2.0562199597848787,0.5682603719937336,199.24503868011055,3.984900773602212,47.71441711395174,0.5682603719937337,2.525758421809453,105.46060958351546,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.8064501172324494,1.1155479459204218,-0.19389300249989994,-3.384275749505456,1.1293234265250176,-0.6829195314564132,-1.7925610517026052,-2.264870307043876,2.0503445562237346,2.9445333582033877,2.0042251690189072,20.606768548865066,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.5682603719937337,0.5682603719937336,47.71441711395174,-14.051282507716305,0.0,0.0,90.74145097051084,1.814829019410218,0.0,0.0,1.9574980498157193,57.746192469563724
5d80b6e4-10c6-4676-95fb-d0ad701dc9c9,levy_10,value,logei,11,exact,False,noise-self_report,gaussian,0.05,0,50,0,1,2,26.46118990581866,2.511887842350688,0.1125924894279242,55.153067004742,1.10306134009484,26.37251583991653,0.5382146089778884,0.1213675183106826,26.528436073654028,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922,26.46118990581866,2.1816526652768524,0.4428276665017598,75.42771018620648,1.5085542037241295,32.0009746480338,0.6530811152659959,0.4428276665017598,32.0009746480338,0.0,0.33023517707383565,-0.3302351770738356,-20.274643181464484,-0.4054928636292896,-5.628458808117266,-0.11486650628810746,-0.3214601481910772,-5.472538574379769
2f648524-e1ca-4f98-a9a1-4df2c0e84951,levy_10,value,logei,11,exact,False,noise-self_report,gaussian,0.25,0,50,0,1,2,26.46118990581866,2.2596882348033502,0.364792096975262,70.94756680961481,1.4189513361922963,35.56086398773549,0.7257319181170507,0.422008092822852,38.48094865723246,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922,26.46118990581866,2.1816526652768524,0.4428276665017598,75.42771018620648,1.5085542037241295,32.0009746480338,0.6530811152659959,0.4428276665017598,32.0009746480338,0.0,0.07803556952649782,-0.07803556952649782,-4.48014337659167,-0.08960286753183322,3.559889339701691,0.07265080285105485,-0.0208195736789078,6.4799740091986635
