iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,4.6694575066007085,-2.993338264789536,3.3632756252111955,-3.591351059640113,-1.505493670994009,-1.505493670994009,False,0.0,qnei,0.0,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,-1.505493670994009,5.144432744432061,5.144432744432061,5.144432744432061,5.144432744432061,-1.505493670994009,5.144432744432061,rastrigin
2,0.13111927231042397,-3.7281832548300122,1.9357335529587827,3.4994966969577375,0.4328650376496048,0.4328650376496048,False,0.0,qnei,0.0,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4328650376496048,3.206074035788447,8.350506780220508,3.206074035788447,4.175253390110254,0.4328650376496048,3.206074035788447,rastrigin
3,-0.7627878665730394,4.67892227536247,3.331408961380334,-1.6566752002910619,-0.793597498364218,-0.793597498364218,False,0.0,qnei,0.0,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4328650376496048,4.43253657180227,12.783043352022778,3.206074035788447,4.261014450674259,0.4328650376496048,3.206074035788447,rastrigin
4,0.7757880109518194,2.5938110946148036,3.3495443151339055,4.438409941520194,-1.2749206251678302,-1.2749206251678302,False,0.0,qnei,0.0,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4328650376496048,4.913859698605882,17.69690305062866,3.206074035788447,4.424225762657165,0.4328650376496048,3.206074035788447,rastrigin
5,-3.6352543238530326,2.5147413610899196,-3.693041726793499,4.16285446259637,-1.5351377859513058,-1.5351377859513058,False,0.0,qnei,0.0,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4328650376496048,5.174076859389357,22.870979910018015,3.206074035788447,4.574195982003603,0.4328650376496048,3.206074035788447,rastrigin
6,0.276200421443154,-4.92152090696297,3.020105201039277,4.517808412908449,-0.6175354458219355,-0.6175354458219355,False,0.0,qnei,0.3841194999986328,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4328650376496048,4.256474519259987,27.127454429278004,3.206074035788447,4.5212424048796676,0.4328650376496048,3.206074035788447,rastrigin
7,-0.4631285812559073,-3.1157344029823046,1.1438766355373418,3.7028747061674987,0.4991203215330901,0.4991203215330901,False,0.0,qnei,0.4463129000068875,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4991203215330901,3.139818751904962,30.267273181182965,3.139818751904962,4.323896168740424,0.4991203215330901,3.139818751904962,rastrigin
8,0.428265325734644,-3.032420664976589,1.4862641540040817,2.3856490701392636,0.0060496628920964765,0.0060496628920964765,False,0.0,qnei,0.3535816000076011,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4991203215330901,3.6328894105459555,33.90016259172892,3.139818751904962,4.237520323966115,0.4991203215330901,3.139818751904962,rastrigin
9,-3.5722178139266103,-3.4014882173286134,-3.818882285584758,3.3899866540044252,-1.814459272451852,-1.814459272451852,False,0.0,qnei,0.5341374999989057,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4991203215330901,5.453398345889903,39.35356093761882,3.139818751904962,4.372617881957647,0.4991203215330901,3.139818751904962,rastrigin
10,-1.3854429895869194,-5.12,1.5987187703296761,4.192070534824388,-0.9315163412530875,-0.9315163412530875,False,0.0,qnei,0.3778128999983892,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4991203215330901,4.570455414691139,43.92401635230996,3.139818751904962,4.392401635230996,0.4991203215330901,3.139818751904962,rastrigin
11,0.3331048368860812,-3.092918440044513,2.2858790359570964,4.374578325395305,-0.28823562434836225,-0.28823562434836225,False,0.0,qnei,0.2700764000037452,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.4991203215330901,3.927174697786414,47.851191050096375,3.139818751904962,4.350108277281489,0.4991203215330901,3.139818751904962,rastrigin
12,-0.1577145452342366,-4.283439937035465,1.1180899751599862,3.266720440431999,0.6640820868254323,0.6640820868254323,False,0.0,qnei,0.35562030000437517,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.6640820868254323,2.9748569866126195,50.826048036709,2.9748569866126195,4.235504003059083,0.6640820868254323,2.9748569866126195,rastrigin
13,-0.21272777935527515,5.12,1.2166530562998739,3.159726844630195,0.6600315906878093,0.6600315906878093,False,0.0,qnei,0.4144149999920046,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.6640820868254323,2.9789074827502424,53.80495551945924,2.9748569866126195,4.138842732266095,0.6640820868254323,2.9748569866126195,rastrigin
14,-0.05022994355776068,5.12,-0.03141150605748952,3.6351632473162345,0.7201760044356981,0.7201760044356981,False,0.0,qnei,0.461711900003138,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.7201760044356981,2.918763069002354,56.723718588461594,2.918763069002354,4.051694184890114,0.7201760044356981,2.918763069002354,rastrigin
15,-0.09128415442942224,-5.12,-0.1525769251853504,3.3771848703868947,0.5263382082651682,0.5263382082651682,False,0.0,qnei,0.5026743999915197,False,10,e61f7041-c92e-48bb-a4d8-0181dd8ffb10,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1,x2,x3",3.638939073438052,0.7201760044356981,3.1126008651728836,59.83631945363448,2.918763069002354,3.9890879635756322,0.7201760044356981,2.918763069002354,rastrigin
