iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.8698965116962161,0.391084806539194,0.04111385411386355,0.04111385411386355,0.04111385411386355,0.0,False,False,0.0,ucb,0.0,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.04111385411386355,7.926050109178074,7.926050109178074,7.926050109178074,7.926050109178074,0.04111385411386355,7.926050109178074,hartmann_6
2,0.4378818731227988,0.37274890308935305,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.6815256660977724,0.6815256660977724,0.6815256660977724,0.0,False,False,0.0,ucb,0.0,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,0.6815256660977724,7.285638297194165,15.21168840637224,7.285638297194165,7.60584420318612,0.6815256660977724,7.285638297194165,hartmann_6
3,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,0.25592050515822606,0.5909028517654116,3.8396825017826863,3.8396825017826863,3.8396825017826863,0.0,False,False,0.0,ucb,0.0,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.127481461509251,19.33916986788149,4.127481461509251,6.446389955960497,3.8396825017826863,4.127481461509251,hartmann_6
4,0.6042722960584558,0.6468580270601879,0.9113563804485241,0.15020611196196842,0.3713871284423962,0.28462063751081257,-0.17355647012026845,-0.17355647012026845,-0.17355647012026845,0.0,False,False,0.0,ucb,0.0,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.140720433412206,27.479890301293697,4.127481461509251,6.869972575323424,3.8396825017826863,4.127481461509251,hartmann_6
5,0.016782052324450736,0.1815539373627295,0.3946685812986028,0.39331071008632423,0.616727944407001,0.45226652882714635,0.8281451526339255,0.8281451526339255,0.8281451526339255,0.0,False,False,0.0,ucb,0.0,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.139018810658012,34.61890911195171,4.127481461509251,6.923781822390342,3.8396825017826863,4.127481461509251,hartmann_6
6,0.12004786904128112,0.06635552207752494,0.9360056934410508,0.5112062695543053,0.09817521106146,0.7294460590101834,0.8092014562701796,0.8092014562701796,0.8092014562701796,0.0,False,False,0.0,ucb,0.28498180001042783,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,7.157962507021757,41.776871618973466,4.127481461509251,6.962811936495577,3.8396825017826863,4.127481461509251,hartmann_6
7,0.05606988722620946,0.1039948946690212,0.7995415709213065,0.44801741339301143,0.3202180808719341,0.6470314520841703,3.6155610229120594,3.6155610229120594,3.6155610229120594,0.0,False,False,0.0,ucb,0.4244940000353381,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,4.351602940379878,46.12847455935334,4.127481461509251,6.5897820799076205,3.8396825017826863,4.127481461509251,hartmann_6
8,0.13443757806376874,0.17986599114461008,1.0,0.0,0.6378903311653006,0.609925488258497,-0.33600989046601093,-0.33600989046601093,-0.33600989046601093,0.0,False,False,0.0,ucb,0.7480064999544993,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.303173853757947,54.43164841311129,4.127481461509251,6.803956051638911,3.8396825017826863,4.127481461509251,hartmann_6
9,0.5818096789393107,0.198589812609284,0.7797107056981798,0.6973512314264197,0.0,0.6333914132426488,-0.2499647983002698,-0.2499647983002698,-0.2499647983002698,0.0,False,False,0.0,ucb,0.4448686999967322,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8396825017826863,8.217128761592207,62.6487771747035,4.127481461509251,6.960975241633722,3.8396825017826863,4.127481461509251,hartmann_6
10,0.0,0.0,0.6665836717233596,0.3403594365845181,0.27268660234340597,0.5885819633388009,4.757956497243622,4.757956497243622,4.757956497243622,0.0,False,False,0.0,ucb,0.6543565000174567,False,8,b6974203-f4df-4246-8b14-54937eff9ea1,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.757956497243622,3.2092074660483147,65.85798464075181,3.2092074660483147,6.5857984640751805,4.757956497243622,3.2092074660483147,hartmann_6
