iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.6807226672780152,True,0.16692860402029452,logei,0.0,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.22258486732236363,True,0.0911808996609624,logei,0.0,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4922921053806125,True,-0.01959097794278941,logei,0.0,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-1.0014147239438973,True,-0.384746519889541,logei,0.0,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.4986924511166914,True,0.10796858842887908,logei,0.0,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.02603613979225061,0.46137939907479725,0.630503705412526,0.5710646167935538,0.605565896356344,True,0.034501279562790144,logei,0.15614789999381173,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5710646167935538,2.483836325362174,19.254343110904166,2.483836325362174,3.2090571851506944,0.5137940632577207,2.541106878898007,hartmann_3
7,0.09686340748616865,0.6470084128922746,0.666150589214177,1.5616441761221809,1.5111778925397028,True,-0.050466283582478066,logei,0.19062700000358745,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.5616441761221809,1.4932567660335467,20.747599876937713,1.4932567660335467,2.9639428395625305,1.5616441761221809,1.4932567660335467,hartmann_3
8,0.06598721231978351,0.7791557926162839,0.6476636129282434,1.810044957120101,1.843517351774972,True,0.03347239465487095,logei,0.19897599999967497,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.810044957120101,1.2448559850356267,21.99245586197334,1.2448559850356267,2.7490569827466675,1.810044957120101,1.2448559850356267,hartmann_3
9,0.0938255456752898,0.8465389617899535,1.0,0.03217863050852757,0.09698607834094918,True,0.06480744783242161,logei,0.2054564999998547,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.810044957120101,3.0227223116472,25.01517817362054,1.2448559850356267,2.779464241513393,1.810044957120101,1.2448559850356267,hartmann_3
10,0.2236356485058456,0.8695405473205197,0.5998899169152063,2.027470405620933,2.174173094419805,True,0.14670268879887205,logei,0.23360979999415576,False,11,45f68157-8200-430a-bf5b-25506f27309b,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.027470405620933,1.0274305365347947,26.042608710155335,1.0274305365347947,2.6042608710155335,2.027470405620933,1.0274305365347947,hartmann_3
