iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.7373273427388877,0.7373273427388877,0.7373273427388877,0.0,False,True,0.0,ucb,0.0,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.7373273427388877,2.322061413516994,2.322061413516994,2.322061413516994,2.322061413516994,0.7373273427388877,2.322061413516994,stevens
2,0.8698965116962161,0.391084806539194,0.4378818731227988,0.37274890308935305,0.2669740878630624,0.2669740878630624,0.2669740878630624,0.0,False,True,0.0,ucb,0.0,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.7373273427388877,2.7924146683928193,5.114476081909814,2.322061413516994,2.557238040954907,0.7373273427388877,2.322061413516994,stevens
3,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,-1.4727692042545641,-1.4727692042545641,-1.4727692042545641,0.0,False,True,0.0,ucb,0.0,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.7373273427388877,4.532157960510446,9.64663404242026,2.322061413516994,3.215544680806753,0.7373273427388877,2.322061413516994,stevens
4,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,-0.5844737945065731,-0.5844737945065731,-0.5844737945065731,0.0,False,True,0.0,ucb,0.0,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.7373273427388877,3.6438625507624547,13.290496593182715,2.322061413516994,3.3226241482956786,0.7373273427388877,2.322061413516994,stevens
5,0.25592050515822606,0.5909028517654116,0.6042722960584558,0.6468580270601879,0.32296089424080093,0.32296089424080093,0.32296089424080093,0.0,False,True,0.0,ucb,0.0,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.7373273427388877,2.7364278620150806,16.026924455197793,2.322061413516994,3.2053848910395586,0.7373273427388877,2.322061413516994,stevens
6,0.6076352713939274,0.09473714362053373,1.0,0.9217635243283334,0.9037754146780965,0.9037754146780965,0.9037754146780965,0.0,False,True,0.0,ucb,0.2644282999681309,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.9037754146780965,2.1556133415777854,18.182537796775577,2.1556133415777854,3.030422966129263,0.9037754146780965,2.1556133415777854,stevens
7,1.0,1.0,0.0,0.8831497196501346,1.0006886320396857,1.0006886320396857,1.0006886320396857,0.0,False,True,0.0,ucb,0.3637687999289483,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,1.0006886320396857,2.058700124216196,20.24123792099177,2.058700124216196,2.8916054172845387,1.0006886320396857,2.058700124216196,stevens
8,1.0,1.0,1.0,0.7193531277076919,2.6818380926537384,2.6818380926537384,2.6818380926537384,0.0,False,True,0.0,ucb,0.26728260004892945,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,2.6818380926537384,0.3775506636021433,20.618788584593915,0.3775506636021433,2.5773485730742394,2.6818380926537384,0.3775506636021433,stevens
9,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,ucb,0.17933579999953508,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,20.618788584593915,0.0,2.2909765093993237,3.0593887562558817,0.0,stevens
10,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,ucb,0.21445410000160336,False,8,e3635137-694b-4235-ac30-8171d303fe8f,misclick,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,20.618788584593915,0.0,2.0618788584593917,3.0593887562558817,0.0,stevens
