run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
9cc7f596-d9c1-4cde-b10d-b4b95a9202ec,schwefel,value,logei,10,exact,False,gaussian,0.05,0,50,0,1,2,836.968810674568,3.2371516199591674,1.0912387518196844,176.11592599347162,3.522318519869432,123.0305963954592,2.5108284978665143,1.0912387518196844,123.14911315294457,"x0,x1,x2,x3",-443.19709319241053,-71.76220605864023,-139.40840549339964,692.4656012302587,836.968810674568,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,2.0643178670516433,1.1874988990582045,101.15157548553051,0.0,0.09626014723852006,-0.09626014723852006,34.26227029788876,0.6852454059577746,21.879020909928684,0.44651063081487097,-0.09626014723852006,21.99753766741405
53a55b6b-746b-4e6f-a04c-9bd807d78e67,schwefel,value,logei,10,exact,False,gaussian,0.25,0,50,0,1,2,836.968810674568,2.0437197050652243,2.284670666713628,201.25740795522728,4.025148159104545,138.6668554017921,2.8299358245263697,2.284670666713628,146.50651352475546,"x0,x1,x2,x3",-443.19709319241053,-71.76220605864023,-139.40840549339964,692.4656012302587,836.968810674568,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,2.0643178670516433,1.1874988990582045,101.15157548553051,0.0,-1.0971717676554231,1.0971717676554236,59.40375225964442,1.188075045192888,37.51527991626159,0.7656179574747264,1.0971717676554236,45.35493803922495
709dace9-23e6-41d3-9328-3282856d1da6,schwefel,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,836.968810674568,1.8656139949776984,2.4627763768011537,201.117172045427,4.02234344090854,131.046200269348,2.674412250394857,3.413482713532974,166.99835025080534,"x0,x1,x2,x3",-443.19709319241053,-71.76220605864023,-139.40840549339964,692.4656012302587,836.968810674568,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,2.0643178670516433,1.1874988990582045,101.15157548553051,0.0,-1.275277477742949,1.2752774777429492,59.26351634984414,1.185270326996883,29.894624783817477,0.6100943833432138,2.2259838144747697,65.84677476527483
d6fc9cb6-01de-4650-8568-b402f5fa5767,schwefel,value,logei,10,exact,False,gaussian,5.0,0,50,0,1,2,836.968810674568,1.8656139949776984,2.4627763768011537,228.8047554393163,4.576095108786326,131.79758906045356,2.6897467155194605,3.338539081444289,163.58841499077016,"x0,x1,x2,x3",-443.19709319241053,-71.76220605864023,-139.40840549339964,692.4656012302587,836.968810674568,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,2.0643178670516433,1.1874988990582045,101.15157548553051,0.0,-1.275277477742949,1.2752774777429492,86.95109974373344,1.739021994874669,30.646013574923046,0.6254288484678172,2.1510401823860845,62.43683950523965
939ceefc-98c2-42e6-9789-ff768b2ff1ec,schwefel,value,logei,10,exact,False,gaussian,0.05,20,50,0,21,22,417.5622396057663,3.647809539289535,0.680580832489317,139.0335426694464,2.780670853388928,102.62507961919621,1.5881077817640858,0.680580832489317,102.63759519210726,"x0,x1,x2,x3",-190.00539697432822,0.925085636050369,371.82677761380205,-0.40587080890838934,417.562218659624,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,1.5372972943963032,1.1874988990582045,101.15157548553051,2.094614228553837e-05,0.5069180665688875,-0.5069180665688875,-2.820113026136454,-0.05640226052272901,1.473504133665699,0.0508104873677826,-0.5069180665688875,1.4860197065767409
bd046552-1d28-49e2-9d06-6100f758ee2c,schwefel,value,logei,10,exact,False,gaussian,0.25,20,50,0,21,22,417.34237836674026,2.7599853860555497,1.5684049857233022,158.4759991838779,3.169519983677558,110.82402245762636,1.8708299486065043,1.5684049857233022,112.9817074020452,"x0,x1,x2,x3",-193.69688523280297,0.5831728806330716,369.66989758609736,-0.06449801047523351,417.562218659624,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,1.5372972943963032,1.1874988990582045,101.15157548553051,-0.2198402928837595,-0.38090608666509773,0.38090608666509773,16.62234348829503,0.33244686976590065,9.672446972095841,0.33353265421020106,0.38090608666509773,11.830131916514688
ca8bab00-b672-4b6b-b424-bdba6e63ea78,schwefel,value,logei,10,exact,False,gaussian,1.0,20,50,0,21,22,358.2194278161818,2.441064516105992,1.8873258556728605,170.84762257107738,3.4169524514215475,111.30240376255068,1.887325855672861,3.0862863724584138,139.46374068932653,"x0,x1,x2,x3",-72.43526746612864,-4.603503483296322,348.5488981364516,39.58236798888919,417.562218659624,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,1.5372972943963032,1.1874988990582045,101.15157548553051,-59.34279084344223,-0.6998269566146553,0.699826956614656,28.99396687549452,0.5798793375098903,10.150828277020167,0.3500285612765577,1.8987874734002093,38.31216520379601
d0156f8e-4d2f-46c7-b450-02ce92bc9254,schwefel,value,logei,10,exact,False,gaussian,5.0,20,50,0,21,22,537.8558063267023,2.606113405661625,1.722276966117227,175.49883599381496,3.5099767198762994,106.59851041021514,1.7251226366268069,1.722276966117227,107.5778225514174,"x0,x1,x2,x3",-460.37709791746295,-185.90941537864882,-206.83165161545807,-0.3915048309734175,417.562218659624,3.1408914727206474,1.1874988990582045,141.85365569558286,2.837073113911657,101.15157548553051,1.5372972943963032,1.1874988990582045,101.15157548553051,120.29358766707833,-0.5347780670590225,0.5347780670590225,33.645180298232106,0.6729036059646423,5.446934924684626,0.18782534223050362,0.5347780670590225,6.4262470658868835
fcbed6fc-52ac-4d78-b17a-445fe733efe8,schwefel,value,logei,11,exact,False,gaussian,0.05,0,50,0,1,2,690.3767678790898,1.8460022867097716,2.4823880850690805,175.88508378627805,3.517701675725561,139.75783842814218,2.8522007842477994,2.491729526591093,139.82789923955727,"x0,x1,x2,x3",19.3558818082563,428.93316052025455,-531.0777814691606,101.08494102735335,690.3767678790898,2.9483890487559306,1.3800013230229211,161.26050295062845,3.225210059012569,104.28982132398744,2.1283637004895395,1.3800013230229211,104.28982132398744,0.0,-1.102386762046159,1.1023867620461594,14.624580835649596,0.29249161671299184,35.46801710415474,0.72383708375826,1.1117282035681717,35.53807791556983
ab6764bc-2359-4940-be2a-4e773858768c,schwefel,value,logei,11,exact,False,gaussian,0.25,0,50,0,1,2,690.3767678790898,2.4812912038711232,1.8470991679077289,188.8823691104603,3.777647382209206,128.03329549366464,2.6129243978298904,1.8470991679077289,128.6036998794092,"x0,x1,x2,x3",19.3558818082563,428.93316052025455,-531.0777814691606,101.08494102735335,690.3767678790898,2.9483890487559306,1.3800013230229211,161.26050295062845,3.225210059012569,104.28982132398744,2.1283637004895395,1.3800013230229211,104.28982132398744,0.0,-0.4670978448848073,0.46709784488480777,27.621866159831853,0.5524373231966369,23.7434741696772,0.4845606973403509,0.46709784488480777,24.313878555421752
