iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.9780008548144876,0.6038409050395734,0.9142224426372654,0.5746410615410101,0.7564023082182825,0.5679598020102533,0.8445182398905655,0.9208738621561394,0.7127544987024883,4.516991666666666,4.516991666666666,False,0.0,logei,0.0,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.516991666666666,0.851859722222267,0.851859722222267,0.851859722222267,0.851859722222267,ehmi
2,0.9784630017266831,0.9126664531923991,0.669107656235788,0.7878802739722568,0.8766509323542384,0.9135519685123977,0.9667192354257907,0.5724973474681136,0.8727901055219687,4.893133333333331,4.893133333333331,False,0.0,logei,0.0,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.893133333333331,0.47571805555560154,1.3275777777778686,0.47571805555560154,0.6637888888889343,ehmi
3,0.5696756969339112,0.9532643780564634,0.6130572168372637,0.9266198749528032,0.6531589327660619,0.9849151841031609,0.7589171068084348,0.6612372793830307,0.6412167585823398,4.593193055555563,4.593193055555563,False,0.0,logei,0.0,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.893133333333331,0.7756583333333698,2.1032361111112383,0.47571805555560154,0.7010787037037461,ehmi
4,0.802932497909838,0.6668822283596691,0.8393243867540714,0.577212535230447,0.6248877596981416,0.9349471230280548,0.8001839102179595,0.6309915279852669,0.5747074502904941,4.132840277777783,4.132840277777783,False,0.0,logei,0.0,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.893133333333331,1.23601111111115,3.3392472222223883,0.47571805555560154,0.8348118055555971,ehmi
5,0.5683945747425947,0.6244604687957482,0.6914123332852036,0.8245395283122178,0.9187818800305307,0.8880159735052382,0.6697577876172094,0.5742843691361619,0.728509693346184,4.139520833333332,4.139520833333332,False,0.0,logei,0.0,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.893133333333331,1.2293305555556007,4.568577777777989,0.47571805555560154,0.9137155555555978,ehmi
6,1.0,0.9856768799609361,0.6457321971286326,0.7894741102968923,0.9972545903938449,0.8871323866158742,1.0,0.5346321637961705,1.0,4.897513888888899,4.897513888888899,False,0.0,logei,0.5913599000778049,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,4.897513888888899,0.4713375000000335,5.0399152777780225,0.4713375000000335,0.8399858796296704,ehmi
7,1.0,0.9669181600955231,0.6173083248552,0.9512115285776619,0.7368245298074849,0.8619528303253302,1.0,0.7429833273545309,1.0,5.088041666666685,5.088041666666685,False,0.0,logei,0.5981562999077141,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.088041666666685,0.28080972222224787,5.32072500000027,0.28080972222224787,0.7601035714286101,ehmi
8,1.0,1.0,0.5,1.0,0.7446297984867392,0.7562354316554745,1.0,0.935366321299165,0.7255781967853638,5.346692857142889,5.346692857142889,False,0.0,logei,0.4340055000502616,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.346692857142889,0.022158531746043764,5.342883531746314,0.022158531746043764,0.6678604414682893,ehmi
9,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,5.315787500000027,5.315787500000027,False,0.0,logei,0.49011900008190423,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.346692857142889,0.05306388888890545,5.39594742063522,0.022158531746043764,0.5995497134039133,ehmi
10,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,5.3707460648148375,5.3707460648148375,False,0.0,logei,0.6926211999962106,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3707460648148375,0.0,5.39594742063522,0.0,0.539594742063522,ehmi
11,1.0,1.0,0.5,1.0,1.0,0.5485670678540481,0.8384457051992008,1.0,0.5859459865831087,5.390243055555612,5.390243055555612,False,0.0,logei,0.5522565999999642,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.390243055555612,0.0,5.39594742063522,0.0,0.4905406746032018,ehmi
12,1.0,1.0,0.5,1.0,0.791501704824269,1.0,0.5,1.0,0.5546748025391148,5.375542096560882,5.375542096560882,False,0.0,logei,0.7713032000465319,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.390243055555612,0.0,5.39594742063522,0.0,0.449662285052935,ehmi
13,1.0,0.7620779926737764,0.5,1.0,1.0,0.5089085934638549,0.5,1.0,0.6319674918812366,5.396208333333387,5.396208333333387,False,0.0,logei,0.7216646999586374,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396208333333387,0.0,5.39594742063522,0.0,0.41507287851040153,ehmi
14,1.0,0.9274596206204969,0.5,0.6647964722237125,1.0,0.5924450931091265,0.5,1.0,0.675457836301315,5.148622222222248,5.148622222222248,False,0.0,logei,0.8976025000447407,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396208333333387,0.22022916666668468,5.616176587301904,0.0,0.4011554705215646,ehmi
15,1.0,0.9170207756553193,0.5,1.0,1.0,0.5,0.5,0.5997590293204696,0.5,5.231465277777757,5.231465277777757,False,0.0,logei,0.9848492000019178,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396208333333387,0.1373861111111756,5.75356269841308,0.0,0.383570846560872,ehmi
16,1.0,0.8425311160254867,0.5,1.0,1.0,1.0,0.5,1.0,0.73196222341515,5.380009325396873,5.380009325396873,False,0.0,logei,1.264868399943225,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396208333333387,0.0,5.75356269841308,0.0,0.3595976686508175,ehmi
17,0.8988380692631045,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.6207502733099093,5.362625000000051,5.362625000000051,False,0.0,logei,1.1778255999088287,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396208333333387,0.006226388888881829,5.759789087301962,0.0,0.33881112278246833,ehmi
18,1.0,0.9887703866966604,0.5,1.0,1.0,0.5,0.5,1.0,0.6650180086078398,5.396741666666722,5.396741666666722,False,0.0,logei,1.1872428000206128,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.0,5.759789087301962,0.0,0.31998828262788676,ehmi
19,1.0,0.8970486081619181,0.5,1.0,1.0,0.5,0.5,1.0,0.5835001183713058,5.3942638888889425,5.3942638888889425,False,0.0,logei,1.220133899943903,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.0,5.759789087301962,0.0,0.3031467940685243,ehmi
20,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,5.385943849206399,5.385943849206399,False,0.0,logei,0.8313731999369338,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.0,5.759789087301962,0.0,0.2879894543650981,ehmi
21,0.8289580282758304,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,5.224347222222261,5.224347222222261,False,0.0,logei,1.247774500050582,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.14450416666667198,5.904293253968634,0.0,0.281156821617554,ehmi
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,5.1136076388889204,5.1136076388889204,False,0.0,logei,1.802326500066556,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.2552437500000124,6.159537003968646,0.0,0.27997895472584755,ehmi
23,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,5.0927513888889075,5.0927513888889075,False,0.0,logei,0.9426929000765085,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.396741666666722,0.2761000000000253,6.435637003968671,0.0,0.27981030452037703,ehmi
24,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,5.3986944444445015,5.3986944444445015,False,0.0,logei,1.0792682999745011,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.0,6.435637003968671,0.0,0.268151541832028,ehmi
25,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,5.013381944444443,5.013381944444443,False,0.0,logei,0.889930900069885,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.35546944444448947,6.791106448413161,0.0,0.2716442579365264,ehmi
26,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.90984444444444,4.90984444444444,False,0.0,logei,0.9963727999711409,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.45900694444449286,7.250113392857654,0.0,0.27885051510990977,ehmi
27,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,4.683611111111125,4.683611111111125,False,0.0,logei,0.8968266000738367,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.6852402777778082,7.935353670635462,0.0,0.2939019878013134,ehmi
28,0.7457577285309428,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,4.413418055555561,4.413418055555561,False,0.0,logei,0.8808163000503555,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.9554333333333718,8.890787003968834,0.0,0.3175281072846012,ehmi
29,0.7600212396835271,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,4.987134722222223,4.987134722222223,False,0.0,logei,1.042789199971594,10,a873fd48-e90e-47fb-aa83-d7e8c7355625,bias,0.05,40,extra_trees,composite,5.368851388888933,5.3986944444445015,0.3817166666667102,9.272503670635544,0.0,0.31974150588398426,ehmi
