iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.5642851013845998,0.7496389312200575,0.8007491788116787,0.5143445041859722,0.573963042288728,0.9641055114801848,0.5352102880770984,0.564886974699649,0.9741642266458875,4.424738888888892,4.424738888888892,False,0.0,ei,0.0,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,4.424738888888892,0.9457194444444816,0.9457194444444816,0.9457194444444816,0.9457194444444816,ehmi
2,0.8109417963981914,0.6844965618648955,0.7556950109016314,0.8314214762583996,0.6376544078805646,0.5689840364334777,0.8940197972519959,0.8351802920512419,0.7561911567415802,4.957920039682545,4.957920039682545,False,0.0,ei,0.0,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,4.957920039682545,0.4125382936508286,1.3582577380953103,0.4125382936508286,0.6791288690476551,ehmi
3,0.908368217984829,0.7745376344350132,0.9904568196486527,0.6022547306650224,0.776865181432614,0.7418123484616939,0.676637427530224,0.7957976519745218,0.6176506158337902,4.30422844094094,4.30422844094094,False,0.0,ei,0.0,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,4.957920039682545,1.0662298923924336,2.424487630487744,0.4125382936508286,0.8081625434959147,ehmi
4,0.9011013418892417,0.9336667759212074,0.5643798356139256,0.7335366033691355,0.6385724462668522,0.5415584988676212,0.9479721541251838,0.7149743460239177,0.573845649981047,4.994260912698416,4.994260912698416,False,0.0,ei,0.0,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,4.994260912698416,0.3761974206349574,2.8006850511227013,0.3761974206349574,0.7001712627806753,ehmi
5,0.8366811786379553,0.601108013894019,0.9507155393440885,0.6085741287092641,0.5165373436887144,0.6003844770806097,0.6728739368778198,0.7344540817112424,0.9530671694477804,4.28376547619048,4.28376547619048,False,0.0,ei,0.0,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,4.994260912698416,1.0866928571428938,3.887377908265595,0.3761974206349574,0.777475581653119,ehmi
6,0.793426469324444,0.727143155960953,0.6096340065311527,0.9493055029877386,0.6508762298814109,0.5148073281120226,1.0,0.8650061374450132,0.6913530588933381,5.164591666666688,5.164591666666688,False,0.0,ei,0.5433082000818104,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.164591666666688,0.20586666666668574,4.093244574932281,0.20586666666668574,0.6822074291553801,ehmi
7,0.5,0.9751639983794992,0.5,1.0,0.5968761516379542,0.7706101094431127,1.0,0.9897777886802164,0.8095718525751306,4.754390277777792,4.754390277777792,False,0.0,ei,0.7776146000251174,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.164591666666688,0.6160680555555818,4.7093126304878625,0.20586666666668574,0.6727589472125518,ehmi
8,0.9895303419310584,0.5,0.538556870212426,1.0,0.7276887302446263,0.5,1.0,0.9027459243412779,0.5935786826479208,5.3139527777777955,5.3139527777777955,False,0.0,ei,0.47012080007698387,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.3139527777777955,0.05650555555557801,4.7658181860434405,0.05650555555557801,0.5957272732554301,ehmi
9,1.0,0.5,0.7058917893600453,1.0,1.0,0.5,1.0,0.6394194905163048,0.5,5.212916666666681,5.212916666666681,False,0.0,ei,0.6013507000170648,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.3139527777777955,0.15754166666669267,4.923359852710133,0.05650555555557801,0.5470399836344593,ehmi
10,1.0,0.5,0.5,0.9981934799961473,1.0,0.5,1.0,1.0,1.0,5.399944444444501,5.399944444444501,False,0.0,ei,0.7302562000695616,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.399944444444501,0.0,4.923359852710133,0.0,0.4923359852710133,ehmi
11,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5.056722222222231,5.056722222222231,False,0.0,ei,0.9341755999485031,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.399944444444501,0.31373611111114297,5.237095963821276,0.0,0.47609963307466147,ehmi
12,1.0,0.5,0.5,0.6973993114040563,1.0,0.5,1.0,1.0,1.0,4.972020833333366,4.972020833333366,False,0.0,ei,0.9107037000358105,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.399944444444501,0.3984375000000071,5.635533463821283,0.0,0.4696277886517736,ehmi
13,1.0,1.0,0.5,1.0,1.0,0.5,0.9123382149812295,1.0,1.0,5.39833333333339,5.39833333333339,False,0.0,ei,0.8895364999771118,11,7f03e2be-8339-4202-980d-1e5fea5a1bb1,bias,0.5,20,extra_trees,composite,5.3704583333333735,5.399944444444501,0.0,5.635533463821283,0.0,0.43350257414009874,ehmi
