iteration,Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.7601272243559288,0.3673438424439309,0.38844813506463544,0.7599211228104845,0.39311343315893466,0.3674307257258994,0.6349009704695325,0.6949489960166401,0.42865949315409924,0.9656405285579457,0.8345265029000973,0.24187312152136295,0.545898189061885,0.8563207572635083,0.5676968761105283,0.6831941569796087,0.9779345943562583,0.9779345943562583,False,0.0,ei,0.0,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,0.9779345943562583,1.5901522486772524,1.5901522486772524,1.5901522486772524,1.5901522486772524,opticarvis
2,0.2508089525063678,0.6124890053177171,0.1317396331127751,0.8361786131742688,0.17333818467989054,0.8925608944185567,0.463446118022588,0.7812271026276841,0.48658384124270754,0.459548267731798,0.775158826638219,0.4332815586868148,0.4098196712312749,0.8128421164585131,0.15374036878456887,0.34218328847639456,0.775093849206348,0.775093849206348,False,0.0,ei,0.0,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,0.9779345943562583,1.7929929938271627,3.383145242504415,1.5901522486772524,1.6915726212522075,opticarvis
3,0.7060511143522491,0.5463090072306347,0.17742369581664652,0.759934493987597,0.1048618722403126,0.4501558655411336,0.49772054783820197,0.5651649179714434,0.6871804528979805,0.8213440930122505,0.781400920866238,0.10624824826474209,0.47912801460628834,0.6726070778483106,0.4120744027307943,0.40378190985607065,0.8994193165784822,0.8994193165784822,False,0.0,ei,0.0,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,0.9779345943562583,1.6686675264550286,5.051812768959444,1.5901522486772524,1.6839375896531479,opticarvis
4,0.5577979561867643,0.3249423758056924,0.16666032122632218,0.8221518312026802,0.7567244892874935,0.8594429193399417,0.7038599945674032,0.6639189922270224,0.448317216773059,0.7915415750114922,0.8075296626883294,0.3223414626489301,0.37453988019035717,0.9211436383990345,0.10095916083441506,0.6249822322628635,0.7438653769841252,0.7438653769841252,False,0.0,ei,0.0,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,0.9779345943562583,1.8242214660493854,6.876034235008829,1.5901522486772524,1.7190085587522073,opticarvis
5,0.7135499935015734,0.46570963762706835,0.3902304818415158,0.779229493442936,0.39846954819174424,0.6699865538849794,0.41262560701492024,0.3523961214179032,0.3358148462921395,0.5673030165376863,0.8180702670352156,0.48903874369754885,0.516574802278036,0.6880457020457424,0.371712387635978,0.37950785432266265,0.8996566181657831,0.8996566181657831,False,0.0,ei,0.0,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,0.9779345943562583,1.6684302248677274,8.544464459876556,1.5901522486772524,1.7088928919753112,opticarvis
6,0.7877584689815936,0.43676939610222587,0.4523576873279323,0.7448878700156216,0.244610646226503,0.303171248638046,0.46656108269885105,0.4584762951630813,0.3746382984656786,0.8230427205338761,0.8375187588680554,0.3366974393979552,0.6097824343023864,0.7059572411687758,0.6720442261491056,0.5226196595326991,1.457702341269839,1.457702341269839,False,0.0,ei,0.7129590000258759,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,1.457702341269839,1.1103845017636715,9.654848961640228,1.1103845017636715,1.6091414936067048,opticarvis
7,0.7877584689815936,0.4537797634202885,0.4523576873279323,0.7448878700156216,0.13103031503585758,0.2679277562395792,0.3872089883595368,0.3490929303536556,0.3223877575115227,0.8240181344449916,0.8513989154841533,0.36713464000652374,0.6881737651139035,0.632361146025665,0.6740945257426888,0.49168724407890946,1.3993551190476174,1.3993551190476174,False,0.0,ei,0.9149216999066994,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,1.457702341269839,1.1687317239858932,10.823580685626121,1.1103845017636715,1.546225812232303,opticarvis
8,0.7877584689815936,0.4867452121183813,0.4523576873279323,0.7448878700156216,0.3545526488038095,0.3018257108780008,0.4475928150248973,0.4246801109078606,0.4385483088995467,0.6142524589120619,0.8036019356126071,0.3919589702699844,0.48252006286341587,0.6979044927203427,0.6740945257426888,0.3805990918255339,1.6418278042328032,1.6418278042328032,False,0.0,ei,0.7159913999494165,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,1.6418278042328032,0.9262590388007075,11.749839724426828,0.9262590388007075,1.4687299655533534,opticarvis
9,0.7877584689815936,0.4135673788503902,0.4523576873279323,0.7448878700156216,0.6464057469732453,0.2679277562395792,0.4821334598492559,0.16806186615261123,0.495717922535365,0.6202620467075947,0.797095156903583,0.3952395647982405,0.3590053766823993,0.618838977048897,0.6740945257426888,0.30015754737883193,1.6635430820105817,1.6635430820105817,False,0.0,ei,1.054100300068967,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,1.6635430820105817,0.904543761022929,12.654383485449756,0.904543761022929,1.4060426094944174,opticarvis
10,0.7877584689815936,0.4894834845088768,0.4523576873279323,0.7448878700156216,0.7548846802154621,0.2679277562395792,0.35095513458861305,0.21653940053252088,0.3781991363445723,0.23755126944856256,0.7800163160060074,0.17346881665146463,0.3614056377323759,0.719357617963308,0.6740945257426888,0.3551988740710115,1.7880338227513233,1.7880338227513233,False,0.0,ei,1.0705701999831945,10,223938db-b406-4325-8627-b9d78598f440,gaussian,5.0,10,extra_trees,composite,2.5680868430335106,1.7880338227513233,0.7800530202821874,13.434436505731943,0.7800530202821874,1.3434436505731944,opticarvis
