iteration,InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8309833188891115,0.4248520001508309,0.7324653750238493,0.8601187866525944,-0.5447795414462084,-0.5447795414462084,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,-0.5447795414462084,1.5440385201218538,1.5440385201218538,1.5440385201218538,1.5440385201218538,-0.5447795414462084,1.5440385201218538,provoice
2,0.6413174807881646,0.5935268879319825,0.7860820802780739,0.7163143826400404,-0.3882895574145575,-0.3882895574145575,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,-0.3882895574145575,1.387548536090203,2.9315870562120567,1.387548536090203,1.4657935281060284,-0.3882895574145575,1.387548536090203,provoice
3,0.467168753910852,0.6152130443643823,0.7716901240821805,0.0635639191391969,-0.33946601382488484,-0.33946601382488484,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,-0.33946601382488484,1.3387249925005302,4.2703120487125865,1.3387249925005302,1.423437349570862,-0.33946601382488484,1.3387249925005302,provoice
4,0.646876042708874,0.7624514286061698,0.4588829606151472,0.5071825303221235,-0.023840939153439152,-0.023840939153439152,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,-0.023840939153439152,1.0230999178290845,5.293411966541671,1.0230999178290845,1.3233529916354176,-0.023840939153439152,1.0230999178290845,provoice
5,0.228720627763624,0.6851747627624698,0.9741558377806059,0.2987130847246813,0.2874801106301095,0.2874801106301095,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.2874801106301095,0.7117788680455359,6.005190834587206,0.7117788680455359,1.2010381669174413,0.2874801106301095,0.7117788680455359,provoice
6,0.06978417838601035,0.7762321240021154,1.0,0.39267862828961636,0.4554443524884693,0.4554443524884693,False,0.0,qnei,0.4152724999585189,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.4554443524884693,0.5438146261871761,6.549005460774382,0.5438146261871761,1.0915009101290638,0.4554443524884693,0.5438146261871761,provoice
7,0.06978417838601035,0.7762321240021154,1.0,0.39267862828961636,0.4554443524884693,0.4554443524884693,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.4554443524884693,0.5438146261871761,7.0928200869615585,0.5438146261871761,1.0132600124230797,0.4554443524884693,0.5438146261871761,provoice
8,0.21463965439506602,1.0,0.1,0.1652557832084737,0.47614153439153334,0.47614153439153334,False,0.0,qnei,0.4636125999968499,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.47614153439153334,0.523117444284112,7.61593753124567,0.523117444284112,0.9519921914057088,0.47614153439153334,0.523117444284112,provoice
9,0.21463965439506602,1.0,0.1,0.1652557832084737,0.47614153439153334,0.47614153439153334,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.47614153439153334,0.523117444284112,8.139054975529783,0.523117444284112,0.9043394417255315,0.47614153439153334,0.523117444284112,provoice
10,0.0,0.1,0.1,1.0,0.3933531746031766,0.3933531746031766,False,0.0,qnei,0.3735681000398472,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.47614153439153334,0.6059058040724687,8.744960779602252,0.523117444284112,0.8744960779602252,0.47614153439153334,0.523117444284112,provoice
11,0.0,0.1,0.1,1.0,0.3933531746031766,0.3933531746031766,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.47614153439153334,0.6059058040724687,9.350866583674721,0.523117444284112,0.8500787803340656,0.47614153439153334,0.523117444284112,provoice
12,1.0,1.0,0.1,1.0,0.935083774250441,0.935083774250441,False,0.0,qnei,0.26117419998627156,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.935083774250441,0.06417520442520441,9.415041788099925,0.06417520442520441,0.7845868156749938,0.935083774250441,0.06417520442520441,provoice
13,1.0,1.0,0.1,1.0,0.935083774250441,0.935083774250441,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.935083774250441,0.06417520442520441,9.47921699252513,0.06417520442520441,0.7291705378865484,0.935083774250441,0.06417520442520441,provoice
14,1.0,0.1,0.1,0.0,0.7249629629629638,0.7249629629629638,False,0.0,qnei,0.4686249999795109,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.935083774250441,0.2742960157126816,9.753513008237812,0.06417520442520441,0.6966795005884151,0.935083774250441,0.06417520442520441,provoice
15,1.0,0.1,0.1,0.0,0.7249629629629638,0.7249629629629638,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.935083774250441,0.2742960157126816,10.027809023950494,0.06417520442520441,0.6685206015966997,0.935083774250441,0.06417520442520441,provoice
16,1.0,1.0,0.1,0.0,0.9992589786756454,0.9992589786756454,False,0.0,qnei,0.43223000003490597,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.9992589786756454,0.0,10.027809023950494,0.0,0.6267380639969059,0.9992589786756454,0.0,provoice
17,1.0,1.0,0.1,0.0,0.9992589786756454,0.9992589786756454,False,0.0,qnei,0.0,False,14,5b365f90-91f9-483b-8e48-ab4aaa1f9a55,gaussian,2.242944,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9992589786756454,0.9992589786756454,0.0,10.027809023950494,0.0,0.5898711190559114,0.9992589786756454,0.0,provoice
