iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-207.63326807332714,584.7322120055107,-217.54699381737993,346.25872298403476,443.87581403545937,-130.69823215296725,-0.18020793523944853,-0.18020793523944853,-0.18020793523944853,0.0,False,False,0.0,logei,0.0,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.18020793523944853,2.934063750898419,2.934063750898419,2.934063750898419,2.934063750898419,-0.18020793523944853,2.934063750898419,griewank
2,-74.54175225264146,-152.70131629277637,-471.65568423267075,-25.24145500473969,-310.37742589838126,-291.4257017386443,1.0891377787356822,1.0891377787356822,1.0891377787356822,0.0,False,False,0.0,logei,0.0,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,1.6647180369232886,4.598781787821707,1.6647180369232886,2.2993908939108536,1.0891377787356822,1.6647180369232886,griewank
3,-378.3221317987021,-367.3625413148271,376.5932041860252,-92.41897422692841,-292.8953938101287,109.0834221184939,0.7369340198337742,0.7369340198337742,0.7369340198337742,0.0,False,False,0.0,logei,0.0,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.016921795825197,6.615703583646904,1.6647180369232886,2.2052345278823013,1.0891377787356822,1.6647180369232886,griewank
4,125.12675527014699,176.2296324722255,493.62765653822885,-419.7526656456379,-154.33544586912456,-258.45523498702494,0.6201583017330186,0.6201583017330186,0.6201583017330186,0.0,False,False,0.0,logei,0.0,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.133697513925952,8.749401097572857,1.6647180369232886,2.1873502743932143,1.0891377787356822,1.6647180369232886,griewank
5,-579.8615372106591,-382.1352751647246,-126.39770244167659,-128.0271478964109,140.0735332884011,-57.28016540742442,0.693856662348287,0.693856662348287,0.693856662348287,0.0,False,False,0.0,logei,0.0,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.0599991533106836,10.809400250883542,1.6647180369232886,2.161880050176708,1.0891377787356822,1.6647180369232886,griewank
6,375.40761660105875,-199.11374630841203,-600.0,-230.89506376269296,-600.0,-599.3891191421918,-2.2561523065839206,-2.2561523065839206,-2.2561523065839206,0.0,False,False,0.0,logei,0.24939269991591573,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,5.010008122242891,15.819408373126432,1.6647180369232886,2.6365680621877385,1.0891377787356822,1.6647180369232886,griewank
7,-186.01968043746658,-154.26671020811432,22.663956640840127,-354.1087286618044,-119.0479935947347,-237.8014972935274,1.7712969879460398,1.7712969879460398,1.7712969879460398,0.0,False,False,0.0,logei,0.22419540002010763,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,0.9825588277129309,16.801967200839364,0.9825588277129309,2.400281028691338,1.7712969879460398,0.9825588277129309,griewank
8,-350.75360253819906,-38.627865506508265,124.75850898609538,-600.0,-357.73592452049553,-216.31132026571305,0.1718112815931313,0.1718112815931313,0.1718112815931313,0.0,False,False,0.0,logei,0.36615290003828704,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,2.5820445340658393,19.384011734905204,0.9825588277129309,2.4230014668631505,1.7712969879460398,0.9825588277129309,griewank
9,-265.1847946628719,-307.51300471276096,-507.2665883399616,6.126847346097917,-129.63380475947474,-213.311976941348,0.8953392576196646,0.8953392576196646,0.8953392576196646,0.0,False,False,0.0,logei,0.35702320002019405,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,1.8585165580393062,21.24252829294451,0.9825588277129309,2.360280921438279,1.7712969879460398,0.9825588277129309,griewank
10,-112.14865546229505,-180.9359175107367,367.41905657948166,-281.60059339389227,125.03131250365799,-157.942905797095,1.5967980120227492,1.5967980120227492,1.5967980120227492,0.0,False,False,0.0,logei,0.3219826000276953,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,1.1570578036362216,22.39958609658073,0.9825588277129309,2.239958609658073,1.7712969879460398,0.9825588277129309,griewank
11,-137.39533259958895,346.2489807716753,-309.76908997730266,-296.5813446419399,-107.08741557568882,-315.93575580055165,1.0935326250539568,1.0935326250539568,1.0935326250539568,0.0,False,False,0.0,logei,0.4229541999520734,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,1.660323190605014,24.059909287185743,0.9825588277129309,2.1872644806532495,1.7712969879460398,0.9825588277129309,griewank
12,-136.27447350904816,-343.6441173544094,229.12232447754215,-300.50903714996906,-219.20290280998094,-432.36614555833836,0.7803976010121433,0.7803976010121433,0.7803976010121433,0.0,False,False,0.0,logei,0.2496466999873519,False,8,7f4408b3-4a55-487f-bc33-ba1129ff8ff3,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.7712969879460398,1.9734582146468274,26.033367501832572,0.9825588277129309,2.169447291819381,1.7712969879460398,0.9825588277129309,griewank
