iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,0.44332084815357076,False,0.0,qnei,0.0,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,0.40041572224414207,False,0.0,qnei,0.0,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.44332084815357076,2.761724682901488,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,1.222393723857696,False,0.0,qnei,0.0,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,1.222393723857696,1.9826518071973627,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,0.46099718007714546,False,0.0,qnei,0.0,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,1.222393723857696,1.9826518071973627,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-1.2619283954788965,False,0.0,qnei,0.0,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,1.222393723857696,1.9826518071973627,eggholder
6,367.7837113589012,-48.855128204944776,0.434590917150334,0.434590917150334,False,0.0,qnei,0.17244479997316375,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.222393723857696,2.770454613904725,17.53048319032636,1.9826518071973627,2.921747198387727,1.222393723857696,1.9826518071973627,eggholder
7,379.61597178786326,-97.10505406782318,1.313140206114616,1.313140206114616,False,0.0,qnei,0.17827740000211634,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.313140206114616,1.8919053249404427,19.422388515266803,1.8919053249404427,2.7746269307524005,1.313140206114616,1.8919053249404427,eggholder
8,-392.68005776521625,50.61839432284148,0.02472002260029599,0.02472002260029599,False,0.0,qnei,0.22324890000163577,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.313140206114616,3.1803255084547626,22.602714023721568,1.8919053249404427,2.825339252965196,1.313140206114616,1.8919053249404427,eggholder
9,-416.2711212154288,-191.63903507096916,0.9939958987048846,0.9939958987048846,False,0.0,qnei,0.18556589999934658,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.313140206114616,2.211049632350174,24.813763656071743,1.8919053249404427,2.757084850674638,1.313140206114616,1.8919053249404427,eggholder
10,143.58792740557215,129.56885464010338,-0.2922305397510778,-0.2922305397510778,False,0.0,qnei,0.23096840002108365,False,8,a38c83be-657e-4746-a2b0-befb4c2d7eca,gaussian,0.05,20,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.313140206114616,3.4972760708061363,28.31103972687788,1.8919053249404427,2.831103972687788,1.313140206114616,1.8919053249404427,eggholder
