iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,0.3718834191665065,True,-0.2239646285870565,logei,0.0,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,0.3817875657918697,True,0.18875642477441434,logei,0.0,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.19303114101745533,7.854690025671523,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-0.3741777069896991,True,0.6785349376837356,logei,0.0,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.19303114101745533,7.854690025671523,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,0.6183187641117991,True,-0.3881860447039469,logei,0.0,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,-1.0755860521110021,True,-0.02186453251259346,logei,0.0,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,2.748863987019324,0.0,2.9021053097532796,0.0,3.0598658804147782,-0.7314741630361165,-1.140963611488,True,-0.4094894484518835,logei,0.4134030999994138,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.779195329725095,49.32885132985507,7.041216357873232,8.221475221642512,1.006504808815746,7.041216357873232,michalewicz
7,2.5690934003787946,1.2705143876666782,2.1061573593046563,0.0,1.9769446172815526,-0.7586429644388338,-0.7942808438346602,True,-0.03563787939582641,logei,0.5275516000110656,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.806364131127813,58.135215460982884,7.041216357873232,8.305030780140411,1.006504808815746,7.041216357873232,michalewicz
8,2.687702746388942,2.1831237439305995,2.6620024883506104,0.7805485093029775,1.7192941343828987,0.8686741074430332,0.7123604305181981,True,-0.1563136769248351,logei,0.4930826999916462,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.179047059245945,65.31426252022882,7.041216357873232,8.164282815028603,0.8686741074430332,7.179047059245945,michalewicz
9,2.698219424224069,1.566339031339546,2.386292940521581,1.411025312282228,1.9829713251971242,0.891896457989452,0.7338857228259418,True,-0.15801073516351027,logei,0.36208709998754784,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.155824708699527,72.47008722892835,7.041216357873232,8.052231914325372,0.891896457989452,7.155824708699527,michalewicz
10,2.050109071968629,1.8456786144955677,3.141592653589793,1.1845461684119485,2.7194505791896852,1.1097976114473989,1.1553690547798021,True,0.04557144333240326,logei,0.46312780000153,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.1097976114473989,6.937923555241579,79.40801078416993,6.937923555241579,7.940801078416993,1.1097976114473989,6.937923555241579,michalewicz
11,1.8557659951981387,3.141592653589793,3.141592653589793,0.9004433407884368,3.141592653589793,-0.8028946039944644,-0.7274248277263926,True,0.07546977626807183,logei,0.4211689999938244,False,9,199f4665-8756-4dc4-9c21-ada67a17405f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.1097976114473989,8.850615770683444,88.25862655485338,6.937923555241579,8.02351150498667,1.1097976114473989,6.937923555241579,michalewicz
