iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,444.2990447641016,-255.81934909493356,123.77778006187418,333.0408995042145,259.2895555242783,498.45614458860905,0.057472194418865245,0.041462945239158375,True,-0.01600924917970687,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,2.6963836212401056,2.6963836212401056,2.6963836212401056,2.6963836212401056,0.057472194418865245,2.6963836212401056,griewank
2,432.47237901946164,501.88515485851485,-568.0947186388834,-75.30239984458956,-18.06680762725432,-521.8149631558709,-1.21653991397448,-1.2898978331551414,True,-0.07335791918066148,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9703957296334504,6.666779350873556,2.6963836212401056,3.333389675436778,0.057472194418865245,2.6963836212401056,griewank
3,-593.2487391847285,396.7457243655084,579.9626931434107,341.53182320721544,-221.27581202607223,246.40044550734456,-1.3389954932437236,-1.4091923234449768,True,-0.07019683020125322,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.092851308902694,10.75963065977625,2.6963836212401056,3.5865435532587497,0.057472194418865245,2.6963836212401056,griewank
4,-240.98271216210395,288.8981794508984,-264.30333630205564,339.1090983937578,585.2888962734921,583.4862591362862,-1.0998450984185968,-1.0699532823039524,True,0.02989181611464442,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.8537009140775673,14.613331573853817,2.6963836212401056,3.653332893463454,0.057472194418865245,2.6963836212401056,griewank
5,459.435080396011,495.3720621407015,249.84829692380697,65.39625271621048,507.8858496842647,-492.32306417482494,-1.15444362565057,-1.2055281385882846,True,-0.051084512937714655,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9082994413095404,18.521631015163358,2.6963836212401056,3.7043262030326716,0.057472194418865245,2.6963836212401056,griewank
6,369.1265335537131,-477.9350490122417,-382.6988090700196,526.9430813422712,515.2108351767758,407.26510049358694,-1.9022629124220949,-1.8053895837684955,True,0.09687332865359943,qnei,0.3835568000067724,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.656118728081066,23.177749743244423,2.6963836212401056,3.862958290540737,0.057472194418865245,2.6963836212401056,griewank
7,369.1265335537131,-477.9350490122417,-382.6988090700196,526.9430813422712,515.2108351767758,407.26510049358694,-1.9022629124220949,-1.9347600487025622,True,-0.032497136280467354,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.656118728081066,27.833868471325488,2.6963836212401056,3.9762669244750697,0.057472194418865245,2.6963836212401056,griewank
8,406.543083880804,-412.2791113804971,208.8748986027287,242.24877843622826,255.71592032573582,600.0,-0.5438178312647446,-0.6389733250005255,True,-0.09515549373578092,qnei,0.3312613999878522,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.297673646923715,31.131542118249204,2.6963836212401056,3.8914427647811505,0.057472194418865245,2.6963836212401056,griewank
9,406.543083880804,-412.2791113804971,208.8748986027287,242.24877843622826,255.71592032573582,600.0,-0.5438178312647446,-0.5164978608870623,True,0.0273199703776823,qnei,0.0,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.297673646923715,34.42921576517292,2.6963836212401056,3.8254684183525467,0.057472194418865245,2.6963836212401056,griewank
10,454.57096863263126,-115.63368044252627,119.0516319366962,365.72012524353056,245.01682804200792,445.22307369141134,0.3622127250160455,0.2619337446800058,True,-0.10027898033603971,qnei,0.3248718000104418,False,9,f36ad5e2-99fe-46a1-b8e7-fc6447e50bb8,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.3622127250160455,2.3916430906429254,36.82085885581584,2.3916430906429254,3.6820858855815843,0.3622127250160455,2.3916430906429254,griewank
