iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-1.0005901198454061,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-0.9041066659867205,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-0.9041066659867205,8.951827832675699,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-0.4821873194693632,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-0.4821873194693632,8.529908486158341,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-0.9783677662708578,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.4821873194693632,8.529908486158341,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.1892230366634753,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.1892230366634753,8.236944203352454,michalewicz
6,3.141592653589793,2.1399844171352522,0.0,3.141592653589793,0.0,-1.05393823191503,-1.05393823191503,False,0.0,logei,0.3417854999715928,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.101659398604008,52.89474014028472,8.236944203352454,8.815790023380787,-0.1892230366634753,8.236944203352454,michalewicz
7,1.0744588254153316,1.9367249850705746,1.5698711000218624,2.858008517086789,2.59946077693866,-0.4817691007659867,-0.4817691007659867,False,0.0,logei,0.3350918000214733,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.529490267454966,61.424230407739685,8.236944203352454,8.774890058248527,-0.1892230366634753,8.236944203352454,michalewicz
8,0.30873613892762386,2.8783001681360028,0.41513537989446986,3.141592653589793,1.613418923117367,-0.9734105709907918,-0.9734105709907918,False,0.0,logei,0.3621454999956768,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.02113173767977,70.44536214541945,8.236944203352454,8.805670268177431,-0.1892230366634753,8.236944203352454,michalewicz
9,2.346490251712973,2.4592953080795934,1.0883300337393864,2.617220557105443,0.40459204147738015,0.1735445724055834,0.1735445724055834,False,0.0,logei,0.4684101000020746,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.1735445724055834,7.874176594283395,78.31953873970285,7.874176594283395,8.702170971078095,0.1735445724055834,7.874176594283395,michalewicz
10,1.9838364244695927,0.6285268490134984,2.3396802343766034,2.3435734062543037,1.0028342499195997,1.290799579300388,1.290799579300388,False,0.0,logei,0.0,False,10,1037811a-2c4c-4b58-bfd2-2eff3adbb4a2,drift,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.290799579300388,6.75692158738859,85.07646032709144,6.75692158738859,8.507646032709143,1.290799579300388,6.75692158738859,michalewicz
