iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.3442504088754705,True,-0.2239646285870565,logei,0.0,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-0.8549902846787566,True,0.18875642477441434,logei,0.0,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,0.40639992771387895,True,0.6785349376837356,logei,0.0,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,-0.2721350099698567,2.896615341748469,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.7533229599354567,True,-0.3881860447039469,logei,0.0,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,-0.2721350099698567,2.896615341748469,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,0.07751695931991943,True,-0.02186453251259339,logei,0.0,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,-0.2721350099698567,2.896615341748469,levy_10
6,10.0,7.1992848023975,3.970655064461355,4.083872943475229,1.864235297585369,7.580754250711405,5.9372518082355885,-1.2881944804725445,-4.648987533959547,1.084649265323992,3.520261394309024,0.885688392293132,0.47619894384124856,True,-0.40948944845188345,logei,0.4879179999988992,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.885688392293132,1.7387919394854803,16.874615703738037,1.7387919394854803,2.8124359506230063,0.885688392293132,1.7387919394854803,levy_10
7,10.0,-5.427162088679463,9.199389102088096,9.7426413577626,0.9887177991043817,1.515068136635849,7.597191624534678,2.247903845530719,-1.180354973149283,-2.4961039088201447,3.636673981145058,-0.9045494652410678,-0.9401873446368942,True,-0.03563787939582641,logei,0.5496444999880623,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.885688392293132,3.52902979701968,20.40364550075772,1.7387919394854803,2.9148065001082455,0.885688392293132,1.7387919394854803,levy_10
8,4.815271836742313,3.1611683328351674,1.3604966069309041,8.596736915994104,7.987480297527967,10.0,10.0,9.655919115919616,-10.0,-0.876349733672483,-3.861202389370995,-2.714090406920519,-2.8704040838453544,True,-0.15631367692483522,logei,0.5105636999942362,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.885688392293132,5.338570738699131,25.74221623945685,1.7387919394854803,3.2177770299321065,0.885688392293132,1.7387919394854803,levy_10
9,10.0,8.022242665763937,3.453831408998496,1.8348482998404785,1.4629413973128471,4.094196667952253,3.268008206025302,-6.192282297651528,-0.7464878616385701,2.2650643132550288,4.336874730536187,0.6610096253688086,0.5029988902052983,True,-0.15801073516351027,logei,0.5333599000005051,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.885688392293132,1.9634707064098036,27.705686945866656,1.7387919394854803,3.0784096606518507,0.6610096253688086,1.9634707064098036,levy_10
10,10.0,8.875872807424864,5.865693206092,7.913386743578784,6.924015209429568,6.625149360757157,1.855157058359513,-3.4359827452837535,-3.1029939944020684,-3.7225120533579874,-1.0559797377516789,-0.19010778539809042,-0.14453634206568722,True,0.045571443332403205,logei,0.5353923000075156,False,9,1cba2325-10dc-48d6-a76e-f6be58803aa9,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.885688392293132,2.8145881171767027,30.520275063043357,1.7387919394854803,3.0520275063043356,0.6610096253688086,1.9634707064098036,levy_10
